Sevilla, -, ESP
month,day,hour,Direct Norm Rad,
 , , ,(Wh/sq.m),
1,23,2,0.0,
1,23,3,0.0,
1,23,4,0.0,
1,23,5,0.0,
1,23,6,0.0,
1,23,7,0.0,
1,23,8,0.0,
1,23,9,0.0,
1,23,10,501.0,
1,23,11,564.0,
1,23,12,574.0,
1,23,13,593.0,
1,23,14,700.0,
1,23,15,823.0,
1,23,16,716.0,
1,23,17,545.0,
1,23,18,473.0,
1,23,19,0.0,
1,23,20,0.0,
1,23,21,0.0,
1,23,22,0.0,
1,23,23,0.0,
1,23,24,0.0,
1,24,1,0.0,
1,24,2,0.0,
1,24,3,0.0,
1,24,4,0.0,
1,24,5,0.0,
1,24,6,0.0,
1,24,7,0.0,
1,24,8,0.0,
1,24,9,0.0,
1,24,10,148.0,
1,24,11,271.0,
1,24,12,305.0,
1,24,13,205.0,
1,24,14,230.0,
1,24,15,227.0,
1,24,16,223.0,
1,24,17,302.0,
1,24,18,160.0,
1,24,19,0.0,
1,24,20,0.0,
1,24,21,0.0,
1,24,22,0.0,
1,24,23,0.0,
1,24,24,0.0,
1,25,1,0.0,
1,25,2,0.0,
1,25,3,0.0,
1,25,4,0.0,
1,25,5,0.0,
1,25,6,0.0,
1,25,7,0.0,
1,25,8,0.0,
1,25,9,0.0,
1,25,10,217.0,
1,25,11,167.0,
1,25,12,82.0,
1,25,13,141.0,
1,25,14,337.0,
1,25,15,451.0,
1,25,16,328.0,
1,25,17,293.0,
1,25,18,192.0,
1,25,19,0.0,
1,25,20,0.0,
1,25,21,0.0,
1,25,22,0.0,
1,25,23,0.0,
1,25,24,0.0,
1,26,1,0.0,
1,26,2,0.0,
1,26,3,0.0,
1,26,4,0.0,
1,26,5,0.0,
1,26,6,0.0,
1,26,7,0.0,
1,26,8,0.0,
1,26,9,0.0,
1,26,10,0.0,
1,26,11,0.0,
1,26,12,0.0,
1,26,13,0.0,
1,26,14,0.0,
1,26,15,0.0,
1,26,16,0.0,
1,26,17,0.0,
1,26,18,0.0,
1,26,19,0.0,
1,26,20,0.0,
1,26,21,0.0,
1,26,22,0.0,
1,26,23,0.0,
1,26,24,0.0,
1,27,1,0.0,
1,27,2,0.0,
1,27,3,0.0,
1,27,4,0.0,
1,27,5,0.0,
1,27,6,0.0,
1,27,7,0.0,
1,27,8,0.0,
1,27,9,0.0,
1,27,10,9.0,
1,27,11,6.0,
1,27,12,6.0,
1,27,13,6.0,
1,27,14,12.0,
1,27,15,6.0,
1,27,16,3.0,
1,27,17,3.0,
1,27,18,6.0,
1,27,19,0.0,
1,27,20,0.0,
1,27,21,0.0,
1,27,22,0.0,
1,27,23,0.0,
1,27,24,0.0,
1,28,1,0.0,
1,28,2,0.0,
1,28,3,0.0,
1,28,4,0.0,
1,28,5,0.0,
1,28,6,0.0,
1,28,7,0.0,
1,28,8,0.0,
1,28,9,0.0,
1,28,10,145.0,
1,28,11,119.0,
1,28,12,63.0,
1,28,13,69.0,
1,28,14,78.0,
1,28,15,78.0,
1,28,16,69.0,
1,28,17,56.0,
1,28,18,107.0,
1,28,19,0.0,
1,28,20,0.0,
1,28,21,0.0,
1,28,22,0.0,
1,28,23,0.0,
1,28,24,0.0,
1,29,1,0.0,
1,29,2,0.0,
1,29,3,0.0,
1,29,4,0.0,
1,29,5,0.0,
1,29,6,0.0,
1,29,7,0.0,
1,29,8,0.0,
1,29,9,0.0,
1,29,10,558.0,
1,29,11,703.0,
1,29,12,731.0,
1,29,13,760.0,
1,29,14,779.0,
1,29,15,728.0,
1,29,16,643.0,
1,29,17,268.0,
1,29,18,164.0,
1,29,19,0.0,
1,29,20,0.0,
1,29,21,0.0,
1,29,22,0.0,
1,29,23,0.0,
1,29,24,0.0,
1,30,1,0.0,
1,30,2,0.0,
1,30,3,0.0,
1,30,4,0.0,
1,30,5,0.0,
1,30,6,0.0,
1,30,7,0.0,
1,30,8,0.0,
1,30,9,0.0,
1,30,10,444.0,
1,30,11,552.0,
1,30,12,593.0,
1,30,13,577.0,
1,30,14,630.0,
1,30,15,779.0,
1,30,16,804.0,
1,30,17,738.0,
1,30,18,618.0,
1,30,19,0.0,
1,30,20,0.0,
1,30,21,0.0,
1,30,22,0.0,
